student_id,age,gender,department,semester,attendance_pct,assignment_score_avg,internal_marks_avg,semester_gpa,study_hours_per_week,participation_score,prev_semester_gpa,backlogs,financial_aid,performance_category
STU-2025-1524,24,Female,ECE,2,83.6,81.55,53.71,6.08,18.0,5.26,5.51,0,False,High
STU-2025-1525,26,Other,EE,6,82.46,94.86,67.41,7.22,15.8,6.09,7.45,0,False,High
STU-2025-1526,19,Male,CE,6,88.82,69.29,51.52,6.34,15.6,6.32,5.78,3,False,Medium
STU-2025-1527,20,Female,ECE,7,74.64,65.51,71.67,8.39,16.3,7.74,8.65,0,False,High
STU-2025-1528,22,Male,IT,5,58.76,70.25,79.65,6.92,15.9,7.32,6.88,0,False,Medium
STU-2025-1529,21,Female,ME,3,36.91,42.95,53.74,5.36,4.4,4.45,5.18,4,False,At Risk
STU-2025-1530,22,Female,ECE,4,83.08,76.99,78.61,7.55,21.1,8.09,7.45,0,False,High
STU-2025-1531,20,Female,MBA,4,77.14,75.72,67.92,7.79,14.5,9.04,8.09,0,False,High
STU-2025-1532,24,Male,CS,2,63.93,60.18,61.06,7.51,18.7,7.33,7.6,0,True,Medium
STU-2025-1533,27,Male,ME,2,71.97,62.23,56.79,8.31,15.2,5.68,8.48,1,False,Medium
STU-2025-1534,21,Male,MBA,4,66.41,77.91,55.52,7.59,14.0,4.04,8.19,0,False,Medium
STU-2025-1535,22,Female,CE,6,75.0,40.61,53.15,3.53,13.4,4.47,2.49,1,True,Medium
STU-2025-1536,20,Male,ME,7,52.45,76.23,64.87,6.59,13.1,8.0,6.68,0,False,Medium
STU-2025-1537,23,Male,IT,2,69.22,49.21,67.86,7.37,10.5,4.47,6.38,3,False,Medium
STU-2025-1538,18,Male,IT,1,44.47,41.75,38.11,5.72,8.2,4.18,6.13,2,False,At Risk
STU-2025-1539,18,Female,EE,8,77.25,60.29,56.69,6.33,14.0,4.34,5.58,1,False,Medium
STU-2025-1540,24,Male,ECE,3,83.39,69.68,49.46,6.66,5.0,2.12,6.52,1,False,Medium
STU-2025-1541,27,Other,MBA,6,78.77,67.84,72.88,7.49,19.0,6.71,7.7,0,False,High
STU-2025-1542,22,Female,EE,2,74.63,85.14,83.14,7.77,22.0,9.26,7.9,0,True,High
STU-2025-1543,18,Female,CE,1,81.28,65.44,75.17,8.84,19.7,7.01,9.32,1,True,High
STU-2025-1544,24,Male,MBA,8,83.69,77.16,71.71,7.62,19.9,9.32,7.3,0,False,High
STU-2025-1545,25,Female,EE,2,40.45,35.36,52.67,4.31,6.5,2.86,3.61,2,False,At Risk
STU-2025-1546,24,Female,ME,4,69.58,69.97,43.08,7.91,15.2,8.0,8.1,1,True,Medium
STU-2025-1547,24,Male,ECE,5,62.98,63.07,20.0,3.37,5.8,3.89,2.04,4,False,At Risk
STU-2025-1548,21,Female,MBA,4,77.14,80.71,77.55,8.24,25.3,4.81,8.7,0,False,High
STU-2025-1549,25,Male,ME,8,94.11,69.58,75.43,8.72,23.2,7.32,7.99,0,False,High
STU-2025-1550,27,Male,CE,8,79.08,73.29,71.31,8.73,24.0,6.65,8.55,0,False,High
STU-2025-1551,22,Male,CE,3,50.96,60.82,48.79,4.45,8.0,6.0,3.44,4,True,At Risk
STU-2025-1552,22,Male,ME,7,61.06,60.62,69.55,6.17,14.4,8.0,5.49,0,False,Medium
STU-2025-1553,25,Male,CS,1,86.01,70.71,69.91,8.24,15.0,8.56,7.82,0,False,High
STU-2025-1554,26,Other,CS,2,83.79,68.34,77.12,7.67,21.7,5.33,7.94,0,True,High
STU-2025-1555,23,Male,ECE,8,75.26,83.56,78.91,7.5,15.7,7.28,7.14,0,False,High
STU-2025-1556,21,Other,ME,8,76.51,87.21,77.9,9.24,28.8,6.99,8.82,0,False,High
STU-2025-1557,26,Female,CE,7,86.25,93.8,80.26,9.13,23.0,7.05,9.42,0,False,High
STU-2025-1558,27,Female,IT,2,90.87,82.7,76.48,8.21,22.5,7.06,8.1,0,False,High
STU-2025-1559,23,Male,CE,7,29.35,32.21,36.84,5.57,10.6,5.64,5.9,4,False,At Risk
STU-2025-1560,24,Female,ECE,4,66.65,44.34,60.89,6.15,16.3,6.72,5.14,2,True,Medium
STU-2025-1561,22,Female,ECE,3,46.51,46.73,21.57,3.31,1.0,4.29,2.13,4,False,At Risk
STU-2025-1562,27,Male,IT,3,86.12,83.15,65.08,5.45,9.1,3.27,5.2,0,False,High
STU-2025-1563,23,Male,CS,5,79.57,56.27,67.21,5.63,14.8,4.32,5.55,0,False,Medium
STU-2025-1564,21,Female,IT,2,83.64,84.34,80.55,8.29,21.1,8.95,8.18,0,False,High
STU-2025-1565,20,Male,ECE,8,40.35,53.57,25.82,4.3,7.5,0.48,3.58,2,False,At Risk
STU-2025-1566,23,Male,IT,5,53.07,49.75,20.91,4.6,7.4,2.65,4.32,4,False,At Risk
STU-2025-1567,23,Female,EE,3,66.14,36.64,53.46,5.46,4.1,1.87,4.82,0,True,Medium
STU-2025-1568,22,Female,IT,7,76.29,84.54,79.91,6.82,24.2,9.57,5.92,0,True,High
STU-2025-1569,18,Female,EE,2,71.55,50.74,58.93,7.28,7.7,6.46,7.48,0,True,Medium
STU-2025-1570,25,Male,ME,2,46.88,49.83,32.08,4.54,10.6,2.55,3.11,0,False,At Risk
STU-2025-1571,20,Female,CS,6,72.5,74.62,69.26,6.43,22.7,4.65,5.47,1,False,High
STU-2025-1572,25,Female,MBA,7,23.81,43.76,38.23,3.89,13.8,3.39,3.24,3,True,At Risk
STU-2025-1573,22,Male,CE,1,94.9,83.27,67.25,7.86,18.5,7.19,8.18,0,False,High
STU-2025-1574,20,Male,EE,5,73.22,67.49,77.64,7.96,27.6,7.17,8.1,0,True,High
STU-2025-1575,21,Male,CE,3,70.74,58.86,45.64,6.02,13.7,5.24,5.59,0,False,Medium
STU-2025-1576,21,Male,CE,5,64.25,41.95,46.89,4.84,10.6,4.42,4.47,1,False,Medium
STU-2025-1577,26,Female,ECE,8,80.88,85.28,66.71,8.95,20.7,9.52,8.5,0,False,High
STU-2025-1578,23,Other,ME,8,99.11,57.27,59.66,7.67,20.5,7.74,7.71,0,False,High
STU-2025-1579,18,Male,ECE,1,48.19,37.99,45.05,3.06,5.1,3.95,2.66,0,False,At Risk
STU-2025-1580,26,Male,EE,7,68.27,43.68,50.99,6.39,13.0,4.68,6.16,0,False,Medium
STU-2025-1581,18,Female,ECE,6,66.0,72.16,77.55,6.24,21.0,5.03,5.65,1,False,Medium
STU-2025-1582,21,Female,CS,6,98.97,75.09,72.39,8.23,34.5,8.3,8.12,0,True,High
STU-2025-1583,22,Male,CE,2,34.17,42.11,35.71,4.54,4.1,2.28,4.56,3,False,At Risk
STU-2025-1584,19,Female,EE,2,73.48,65.17,49.8,7.0,7.8,4.56,6.59,1,False,Medium
STU-2025-1585,21,Female,ME,2,83.65,64.4,59.72,7.16,9.7,4.07,6.86,0,False,High
STU-2025-1586,20,Female,IT,2,81.06,80.78,82.52,8.07,12.4,6.38,8.27,0,False,High
STU-2025-1587,21,Male,CS,8,49.69,55.97,20.91,4.55,2.0,3.44,4.41,4,True,At Risk
STU-2025-1588,25,Male,CS,4,89.41,82.02,76.09,8.13,24.7,7.71,8.52,0,False,High
STU-2025-1589,20,Female,CE,4,67.65,49.28,59.14,5.89,14.4,5.88,5.5,0,False,Medium
STU-2025-1590,23,Male,IT,4,41.44,52.78,62.0,3.84,8.5,3.58,3.91,2,True,At Risk
STU-2025-1591,22,Male,ME,2,40.55,49.77,32.11,4.28,8.8,5.38,4.18,5,False,At Risk
STU-2025-1592,23,Male,CE,1,85.72,82.8,75.13,9.15,19.9,6.24,9.3,0,False,High
STU-2025-1593,22,Male,ECE,2,81.47,61.48,67.01,6.66,24.2,4.66,6.25,1,True,High
STU-2025-1594,26,Male,MBA,3,62.16,60.54,37.61,4.32,7.4,3.26,3.5,1,False,Medium
STU-2025-1595,25,Female,EE,7,81.39,45.22,58.96,7.57,6.0,3.32,7.62,0,False,Medium
STU-2025-1596,22,Male,ME,3,65.51,59.73,26.47,3.95,10.4,2.04,3.65,3,False,At Risk
STU-2025-1597,21,Male,CS,7,40.79,61.35,38.12,4.7,15.4,2.14,4.24,2,True,At Risk
STU-2025-1598,19,Male,EE,1,93.43,78.62,72.59,8.69,22.8,6.3,8.4,0,False,High
STU-2025-1599,21,Male,CS,4,74.04,55.0,58.6,6.07,18.5,4.66,5.89,1,False,Medium
STU-2025-1600,21,Female,CS,6,65.37,61.32,77.73,6.24,17.6,5.75,6.15,0,False,Medium
STU-2025-1601,23,Other,ME,1,80.92,85.0,65.53,8.2,17.5,5.89,8.15,0,False,High
STU-2025-1602,21,Female,CE,7,83.58,82.91,75.32,9.2,13.8,9.82,9.03,0,False,High
STU-2025-1603,20,Male,MBA,6,67.47,56.78,61.47,8.22,11.5,3.39,7.88,2,False,Medium
STU-2025-1604,23,Female,ECE,5,93.34,69.67,68.73,8.44,22.3,8.35,8.42,0,False,High
STU-2025-1605,23,Male,CS,8,76.47,46.06,82.0,7.08,8.5,5.1,6.46,2,True,Medium
STU-2025-1606,21,Male,IT,8,63.81,43.74,63.64,7.02,12.0,5.48,6.36,3,True,Medium
STU-2025-1607,20,Male,CS,7,49.62,43.02,62.0,4.01,2.9,2.32,3.7,1,True,At Risk
STU-2025-1608,27,Female,EE,6,69.43,73.71,70.39,6.46,16.6,6.47,7.13,0,True,High
STU-2025-1609,18,Female,IT,8,54.24,48.3,43.1,4.84,7.8,3.55,5.03,1,True,Medium
STU-2025-1610,21,Female,ME,2,76.33,67.71,69.18,6.66,16.0,5.28,6.45,1,False,Medium
STU-2025-1611,24,Female,CS,7,62.12,48.09,23.13,4.3,13.0,3.14,2.43,2,False,At Risk
STU-2025-1612,21,Female,MBA,6,88.11,64.57,83.8,7.69,17.5,7.46,7.49,0,False,High
STU-2025-1613,19,Female,CE,4,90.0,67.54,48.48,6.43,18.8,7.38,6.2,0,False,High
STU-2025-1614,20,Male,MBA,1,77.22,80.49,64.79,5.92,8.9,5.9,5.42,0,False,High
STU-2025-1615,20,Male,IT,1,33.92,40.27,44.78,5.25,15.8,0.46,4.28,4,False,At Risk
STU-2025-1616,22,Male,CS,6,68.89,51.86,52.76,6.26,12.3,5.71,6.34,2,False,Medium
STU-2025-1617,24,Male,IT,8,62.25,85.0,82.0,5.98,11.7,7.38,5.56,0,False,High
STU-2025-1618,20,Male,EE,6,69.34,50.63,67.47,5.7,20.6,8.0,4.83,1,False,Medium
STU-2025-1619,18,Female,MBA,3,80.41,93.9,76.94,7.35,20.7,6.06,7.83,0,True,High
STU-2025-1620,21,Male,IT,3,65.4,52.84,44.55,7.14,5.8,7.33,6.58,1,False,Medium
STU-2025-1621,22,Male,EE,7,63.54,74.39,75.48,6.98,10.1,7.05,6.55,0,False,Medium
STU-2025-1622,24,Female,ME,3,95.81,87.26,82.03,8.16,23.8,7.42,7.94,0,False,High
STU-2025-1623,23,Female,CE,3,92.08,76.59,71.89,8.86,16.7,6.19,9.0,0,False,High
STU-2025-1624,19,Male,MBA,7,55.05,65.0,45.19,4.34,4.0,4.38,3.26,4,True,At Risk
STU-2025-1625,18,Female,ME,6,69.75,51.42,57.62,6.17,19.0,4.95,5.86,1,False,Medium
STU-2025-1626,25,Male,MBA,6,86.12,56.52,59.39,5.45,10.1,3.81,5.69,0,True,Medium
STU-2025-1627,22,Male,ECE,7,76.96,72.7,87.96,7.1,26.6,9.7,7.05,0,False,High
STU-2025-1628,20,Male,EE,3,45.28,29.03,42.06,6.5,3.7,2.99,6.63,2,True,At Risk
STU-2025-1629,27,Female,CS,2,47.92,36.48,62.0,4.85,1.0,3.01,4.09,2,False,At Risk
STU-2025-1630,24,Male,CE,8,83.31,89.67,78.16,8.6,23.4,7.78,8.69,0,True,High
STU-2025-1631,19,Male,EE,4,80.52,69.0,51.84,8.07,14.3,5.71,7.25,2,False,Medium
STU-2025-1632,21,Male,CE,8,50.88,72.16,61.4,6.43,10.4,3.78,5.97,2,False,Medium
STU-2025-1633,21,Male,CS,6,34.23,34.41,23.05,5.35,3.0,2.22,4.21,5,False,At Risk
STU-2025-1634,20,Male,CS,2,81.92,80.55,72.27,7.36,25.5,7.57,7.48,0,False,High
STU-2025-1635,24,Female,IT,1,95.99,81.4,67.37,7.7,18.6,6.74,7.17,0,False,High
STU-2025-1636,23,Male,CE,8,40.42,41.06,28.77,4.34,5.3,4.09,3.83,2,False,At Risk
STU-2025-1637,19,Male,ME,3,60.82,62.85,62.0,3.47,7.2,5.22,2.53,2,True,Medium
STU-2025-1638,18,Male,MBA,3,41.82,55.88,44.99,2.64,4.6,5.93,2.1,3,False,At Risk
STU-2025-1639,22,Female,ECE,2,41.87,46.51,35.41,3.46,4.3,3.95,2.91,5,False,At Risk
STU-2025-1640,25,Male,ME,8,81.57,76.5,64.76,7.96,13.6,8.4,8.19,0,False,High
STU-2025-1641,19,Female,CS,4,59.77,47.33,48.7,7.43,5.5,6.19,7.17,0,False,Medium
STU-2025-1642,27,Male,EE,5,59.55,55.19,53.48,7.0,14.4,3.15,7.14,1,False,Medium
STU-2025-1643,27,Male,IT,3,63.3,43.38,45.01,2.44,6.5,2.14,2.0,5,True,At Risk
STU-2025-1644,19,Male,ME,3,87.05,79.57,68.74,7.74,19.5,9.24,7.9,0,False,High
STU-2025-1645,19,Male,CE,1,85.28,74.94,79.94,9.88,10.0,7.98,10.0,1,False,High
STU-2025-1646,21,Male,MBA,3,80.92,81.56,72.02,8.89,17.4,6.86,9.22,0,False,High
STU-2025-1647,19,Male,EE,3,83.4,91.67,69.09,8.37,18.2,7.63,9.01,0,False,High
STU-2025-1648,22,Male,CS,7,90.0,64.34,57.83,6.38,15.7,5.45,6.63,0,False,High
STU-2025-1649,23,Female,EE,6,78.12,56.58,51.89,6.99,14.7,5.4,6.83,1,False,Medium
STU-2025-1650,20,Male,MBA,8,63.53,49.76,46.8,5.27,10.8,5.53,4.5,1,False,Medium
STU-2025-1651,20,Female,CS,2,83.08,84.39,77.68,9.21,27.4,7.14,9.13,0,True,High
STU-2025-1652,22,Male,ME,3,58.59,55.82,58.1,7.93,21.0,5.28,7.48,0,True,Medium
STU-2025-1653,19,Male,IT,8,51.98,72.14,63.85,6.72,14.8,4.68,6.84,0,False,Medium
STU-2025-1654,22,Other,MBA,6,29.13,26.22,43.88,4.27,3.4,2.39,4.53,3,False,At Risk
STU-2025-1655,27,Female,EE,2,77.3,70.68,76.41,6.67,23.7,7.64,6.79,2,False,High
STU-2025-1656,21,Female,EE,1,29.71,65.0,31.74,5.4,9.2,4.64,4.52,2,False,At Risk
STU-2025-1657,21,Male,MBA,6,79.27,59.86,57.94,7.33,10.2,4.14,7.22,2,False,Medium
STU-2025-1658,27,Female,EE,5,73.05,74.23,80.33,7.93,22.6,7.71,7.83,0,False,High
STU-2025-1659,26,Male,EE,5,68.47,73.81,65.39,7.13,12.8,6.35,6.87,1,True,Medium
STU-2025-1660,27,Male,CS,3,62.75,71.98,72.57,6.26,11.4,3.8,5.98,2,False,Medium
STU-2025-1661,27,Male,ME,8,84.48,80.77,82.61,7.64,26.7,6.77,8.07,0,False,High
STU-2025-1662,18,Male,ME,3,51.99,58.74,33.42,4.07,2.7,2.45,3.31,0,True,Medium
STU-2025-1663,18,Female,CE,1,66.86,59.22,82.0,5.79,13.4,4.69,5.79,0,True,Medium
STU-2025-1664,26,Female,ECE,3,66.78,58.8,48.66,6.13,14.3,3.5,6.58,0,False,Medium
STU-2025-1665,27,Male,EE,2,91.66,69.48,80.81,8.84,18.6,6.44,8.35,0,False,High
STU-2025-1666,24,Female,IT,2,74.94,50.97,62.0,5.65,7.9,3.66,5.49,3,True,Medium
STU-2025-1667,23,Female,IT,6,56.9,35.95,58.99,5.2,8.2,2.88,5.13,5,True,At Risk
STU-2025-1668,25,Male,IT,4,88.14,81.36,76.75,7.22,27.9,6.51,7.5,0,True,High
STU-2025-1669,25,Male,CS,5,76.67,83.29,75.66,8.56,21.4,8.89,8.44,0,False,High
STU-2025-1670,20,Male,MBA,1,56.24,70.67,66.75,7.25,5.0,8.0,6.73,0,False,Medium
STU-2025-1671,19,Female,ME,8,46.13,28.25,41.08,5.46,11.0,3.55,5.52,4,False,At Risk
STU-2025-1672,25,Male,EE,5,37.29,42.44,39.04,3.0,1.0,4.43,2.62,2,False,At Risk
STU-2025-1673,27,Male,IT,5,70.38,55.86,55.07,4.72,14.9,5.53,4.86,2,False,Medium
STU-2025-1674,22,Female,CE,8,77.53,65.27,51.78,5.6,6.6,2.43,5.21,0,False,Medium
STU-2025-1675,19,Male,EE,6,56.2,60.3,66.69,6.09,19.7,5.73,6.25,0,True,Medium
STU-2025-1676,19,Female,CS,8,50.38,43.67,33.69,4.17,6.4,2.92,4.01,0,False,At Risk
STU-2025-1677,23,Male,CS,5,26.27,56.33,47.37,4.26,12.0,1.99,3.69,5,False,At Risk
STU-2025-1678,25,Male,CS,1,73.6,49.36,62.48,6.48,14.8,5.99,6.3,1,True,Medium
STU-2025-1679,23,Male,IT,5,92.6,75.23,75.54,7.88,34.3,7.8,7.72,0,False,High
STU-2025-1680,26,Female,ECE,7,71.79,74.3,81.38,7.78,17.0,8.9,7.73,0,False,High
STU-2025-1681,20,Male,EE,8,76.84,93.61,85.88,8.38,23.4,7.37,8.55,0,False,High
STU-2025-1682,25,Female,MBA,1,71.56,70.27,66.77,8.5,19.4,4.56,8.0,2,False,High
STU-2025-1683,23,Male,ECE,7,72.79,65.38,62.73,4.53,10.2,6.57,4.99,0,True,Medium
STU-2025-1684,19,Male,ECE,1,45.16,20.0,62.0,4.89,1.8,2.43,3.99,4,False,At Risk
STU-2025-1685,24,Other,CE,1,73.11,61.31,52.03,7.45,13.2,5.07,7.39,0,False,Medium
STU-2025-1686,18,Male,CE,8,69.2,68.83,63.95,6.95,9.2,3.71,6.77,0,True,Medium
STU-2025-1687,25,Female,ECE,8,54.49,50.04,62.0,5.15,11.0,2.41,3.89,4,False,At Risk
STU-2025-1688,22,Female,CE,6,70.12,65.73,50.24,7.22,18.4,4.85,8.08,0,False,Medium
STU-2025-1689,18,Female,CS,1,90.0,48.07,61.96,7.27,17.8,8.0,6.88,2,False,Medium
STU-2025-1690,18,Male,ECE,1,90.0,57.55,60.07,7.36,14.6,6.61,7.56,0,False,High
STU-2025-1691,25,Male,MBA,2,77.29,58.31,69.37,6.19,16.3,5.14,6.01,1,False,Medium
STU-2025-1692,27,Female,CS,3,92.47,87.49,72.74,7.91,18.4,6.71,7.84,0,True,High
STU-2025-1693,25,Female,IT,6,70.4,56.49,58.7,6.51,9.5,6.45,6.16,1,True,Medium
STU-2025-1694,24,Male,CE,2,39.9,24.13,49.91,2.78,9.3,0.44,2.0,4,False,At Risk
STU-2025-1695,25,Female,CS,2,53.01,48.39,22.83,4.13,3.5,3.62,3.6,3,True,At Risk
STU-2025-1696,25,Female,EE,7,90.0,68.56,56.16,6.58,19.6,4.33,6.49,1,True,High
STU-2025-1697,22,Female,CS,6,90.37,86.82,62.47,7.92,23.9,8.6,7.99,0,False,High
STU-2025-1698,27,Male,IT,7,96.17,72.92,68.29,6.53,21.1,9.32,6.75,0,True,High
STU-2025-1699,21,Male,ME,1,79.0,71.22,64.14,7.54,22.5,6.65,6.39,0,False,High
STU-2025-1700,18,Female,EE,2,93.59,72.38,88.02,7.17,23.0,7.34,7.06,0,False,High
STU-2025-1701,22,Male,ME,2,60.72,45.4,43.4,4.28,1.0,5.61,3.32,0,True,Medium
STU-2025-1702,27,Male,CS,8,60.68,55.26,44.51,5.25,7.3,4.08,4.2,2,True,Medium
STU-2025-1703,27,Male,ME,5,64.89,71.46,71.18,5.98,5.8,5.01,6.57,0,True,Medium
STU-2025-1704,27,Male,EE,4,74.32,73.89,45.88,8.39,18.4,2.83,8.1,3,True,Medium
STU-2025-1705,20,Female,EE,7,67.93,66.63,55.78,7.88,13.1,4.14,7.61,0,False,Medium
STU-2025-1706,23,Female,EE,5,68.74,74.92,46.04,7.3,18.1,7.83,7.26,2,False,Medium
STU-2025-1707,20,Female,ME,7,75.61,73.35,64.51,8.05,26.6,7.5,8.36,0,False,High
STU-2025-1708,25,Female,CE,4,87.7,79.21,69.85,7.9,33.3,8.97,7.45,0,False,High
STU-2025-1709,24,Male,CE,3,70.31,72.26,47.28,6.71,19.4,5.47,6.34,1,True,Medium
STU-2025-1710,24,Female,EE,1,78.74,76.82,51.82,5.68,16.3,5.99,4.69,2,False,Medium
STU-2025-1711,19,Male,IT,1,79.63,62.68,50.54,7.22,15.1,6.31,7.72,0,False,High
STU-2025-1712,26,Female,IT,6,40.11,47.44,47.33,4.83,7.8,1.64,4.44,1,False,At Risk
STU-2025-1713,25,Female,ME,4,96.83,76.56,56.82,7.94,32.1,7.86,7.69,0,False,High
STU-2025-1714,26,Male,CS,7,95.67,72.4,70.81,9.05,22.8,8.51,9.33,0,False,High
STU-2025-1715,22,Male,ME,1,83.15,76.09,67.19,5.43,20.3,6.59,5.18,2,False,Medium
STU-2025-1716,24,Male,CE,8,68.8,90.31,75.0,8.19,29.9,6.71,8.43,0,False,High
STU-2025-1717,20,Female,ME,2,69.05,52.13,56.81,5.55,12.9,4.99,5.65,0,False,Medium
STU-2025-1718,21,Male,CE,5,50.0,51.12,64.0,6.88,13.2,5.95,7.33,0,False,Medium
STU-2025-1719,21,Male,MBA,6,89.9,80.33,70.52,7.55,15.0,8.76,7.71,0,True,High
STU-2025-1720,23,Male,EE,5,45.07,52.32,30.17,3.44,10.7,2.49,2.9,1,True,At Risk
STU-2025-1721,18,Female,CE,1,79.98,69.2,81.71,9.54,26.7,7.39,9.76,0,True,High
STU-2025-1722,25,Female,IT,5,78.35,81.33,70.11,8.3,25.9,7.21,8.24,0,False,High
STU-2025-1723,23,Male,ME,1,90.0,51.63,58.65,6.55,11.3,5.37,6.02,2,True,Medium
STU-2025-1724,24,Female,ME,1,79.27,50.11,68.4,6.98,24.8,7.9,7.16,0,False,High
STU-2025-1725,20,Female,EE,7,79.14,65.28,69.63,6.91,10.2,5.61,6.76,0,True,High
STU-2025-1726,23,Female,CS,8,62.81,48.76,54.1,7.09,17.2,4.77,7.39,0,True,Medium
STU-2025-1727,18,Female,MBA,4,54.77,53.06,38.55,5.21,8.7,0.74,5.63,3,False,At Risk
STU-2025-1728,20,Other,CE,2,77.34,71.08,77.45,8.6,22.5,8.98,8.19,1,False,High
STU-2025-1729,21,Male,EE,1,71.1,68.72,71.8,8.22,17.5,6.89,8.1,0,True,High
STU-2025-1730,26,Female,CE,1,77.96,85.14,77.18,9.05,14.4,7.08,9.03,0,False,High
STU-2025-1731,22,Female,EE,5,92.04,76.33,75.04,8.35,21.4,10.0,8.93,1,False,High
STU-2025-1732,23,Male,ME,7,85.03,77.86,83.14,9.82,20.8,7.8,9.55,0,False,High
STU-2025-1733,18,Female,CS,1,67.75,70.38,73.27,6.24,12.8,5.26,6.15,0,True,Medium
STU-2025-1734,25,Female,CS,3,66.19,82.63,51.43,5.8,5.0,3.37,5.73,0,True,Medium
STU-2025-1735,27,Female,EE,5,54.56,69.1,40.9,5.87,21.8,6.75,5.45,3,False,Medium
STU-2025-1736,20,Male,ECE,6,66.81,62.86,57.83,5.59,20.1,5.0,5.61,0,False,Medium
STU-2025-1737,20,Female,ME,5,83.45,73.63,60.04,8.32,25.3,5.99,8.55,1,True,High
STU-2025-1738,27,Male,IT,2,95.47,65.51,70.7,7.46,15.9,4.84,7.49,0,True,High
STU-2025-1739,24,Female,ME,4,87.59,75.58,78.73,8.82,25.0,7.51,8.84,0,True,High
STU-2025-1740,19,Male,MBA,7,74.2,63.55,53.45,6.43,14.4,7.24,6.78,2,True,Medium
STU-2025-1741,22,Male,ME,8,86.94,70.01,61.51,6.17,16.1,4.06,6.08,0,True,High
STU-2025-1742,26,Female,CE,7,70.77,58.11,59.83,6.31,5.0,8.0,6.0,2,True,Medium
STU-2025-1743,19,Male,CE,2,72.52,57.42,71.41,7.18,9.8,5.19,6.28,2,False,Medium
STU-2025-1744,21,Male,MBA,6,80.72,68.56,56.77,5.1,11.4,6.19,4.53,0,False,Medium
STU-2025-1745,24,Female,CE,2,85.07,81.88,63.09,8.37,20.4,7.41,8.03,0,False,High
STU-2025-1746,23,Male,EE,2,93.98,71.03,80.33,6.41,12.7,10.0,6.21,0,True,High
STU-2025-1747,19,Female,EE,8,59.49,38.56,43.83,4.18,6.5,1.42,3.15,0,False,Medium
STU-2025-1748,20,Female,IT,7,45.38,48.25,62.0,5.63,9.3,3.43,5.83,2,True,Medium
STU-2025-1749,25,Male,CE,5,80.32,93.11,70.22,8.12,23.8,8.11,8.32,0,True,High
STU-2025-1750,21,Male,ECE,8,59.61,37.44,42.46,3.65,4.4,2.57,4.2,3,True,At Risk
STU-2025-1751,24,Female,CE,3,87.81,69.63,85.36,7.08,17.5,7.66,7.29,0,False,High
STU-2025-1752,19,Female,ECE,2,85.74,75.09,81.78,8.84,13.5,8.78,8.74,0,False,High
STU-2025-1753,19,Male,ECE,2,89.76,68.17,73.4,9.04,16.0,9.27,8.72,0,True,High
STU-2025-1754,26,Female,CS,8,80.49,67.67,57.83,7.18,11.7,8.0,7.02,0,False,High
STU-2025-1755,22,Female,CE,5,72.91,81.32,62.86,5.63,15.7,6.56,5.29,0,False,Medium
STU-2025-1756,27,Female,IT,3,79.95,62.26,55.74,7.35,10.2,5.28,7.22,0,True,High
STU-2025-1757,18,Male,EE,1,84.18,79.1,84.39,6.76,22.5,8.9,6.52,0,False,High
STU-2025-1758,18,Male,ECE,1,40.97,20.0,20.18,4.78,6.0,2.96,3.95,4,False,At Risk
STU-2025-1759,18,Male,ME,6,84.33,65.42,69.44,8.62,18.6,8.95,9.33,0,False,High
STU-2025-1760,25,Male,CE,5,78.56,54.49,56.26,6.68,13.8,5.9,5.76,1,False,Medium
STU-2025-1761,19,Female,MBA,6,44.82,33.65,53.46,3.78,7.7,2.88,3.28,1,False,At Risk
STU-2025-1762,20,Female,CE,6,97.24,78.17,74.25,8.04,13.5,7.5,7.81,0,False,High
STU-2025-1763,23,Female,CS,3,61.25,57.06,56.72,7.42,14.2,5.47,7.57,1,False,Medium
STU-2025-1764,24,Other,MBA,4,80.82,75.64,77.14,8.16,25.8,7.24,7.84,0,False,High
STU-2025-1765,22,Male,IT,7,74.03,40.6,64.39,7.02,5.0,4.03,6.85,0,False,Medium
STU-2025-1766,20,Female,CE,6,70.57,64.19,69.54,6.14,14.5,5.98,6.35,0,False,Medium
STU-2025-1767,20,Male,CE,3,72.89,64.03,68.06,7.14,5.0,5.27,7.49,0,True,Medium
STU-2025-1768,23,Female,ECE,7,81.5,79.4,66.9,7.43,25.6,8.56,7.44,0,False,High
STU-2025-1769,22,Female,ECE,3,60.9,52.37,48.48,5.98,12.3,6.16,6.25,1,False,Medium
STU-2025-1770,25,Male,MBA,6,68.06,58.03,54.19,5.72,21.8,6.4,6.4,1,False,Medium
STU-2025-1771,25,Male,CE,1,66.27,54.52,54.3,4.81,20.4,7.49,4.84,2,False,Medium
STU-2025-1772,23,Female,CS,6,74.29,76.9,81.66,7.09,17.6,7.76,7.42,0,True,High
STU-2025-1773,22,Male,EE,8,56.4,50.3,37.62,3.5,7.5,5.47,2.99,3,True,At Risk
STU-2025-1774,26,Male,ECE,3,89.8,60.24,75.75,7.44,22.7,9.36,7.67,0,False,High
STU-2025-1775,24,Male,CE,3,48.28,31.47,33.79,3.27,1.8,5.25,2.0,1,True,At Risk
STU-2025-1776,22,Female,MBA,4,95.96,75.58,76.5,7.89,21.2,6.97,7.84,0,False,High
STU-2025-1777,24,Female,IT,3,79.79,54.14,56.13,7.03,12.8,4.91,6.7,1,True,Medium
